0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,filename
0.39453125,0.3291015625,0.31640625,0.396484375,0.5009765625,0.69140625,0.6796875,0.6484375,0.5732421875,0.6298828125,1.01953125,1.572265625,2.271484375,3.3369140625,1.8271484375,0.8125,0.6005859375,0.2822265625,0.51171875,0.6484375,0.640625,0.66015625,0.591796875,0.6396484375,0.6787109375,1.0576171875,1.5107421875,2.3623046875,2.9560546875,1.6767578125,0.4375,0.7451171875,1.134765625,0.7861328125,0.830078125,0.6826171875,0.6484375,0.77734375,1.00390625,1.171875,1.86328125,2.29296875,2.2109375,0.9990234375,0.310546875,0.283203125,0.326171875,0.6787109375,0.005775122549019608,0.05261182598039216,0.001014859068627451,0.00045955882352941176,0.0001953125,0.00026424632352941175,0.0001838235294117647,0.0004825367647058824,0.0004136029411764706,0.0005553002450980392,0.000704656862745098,8.425245098039216e-05,0.0,0.0,0.0,0.0,0.008513327205882352,0.0027841605392156864,0.0038794424019607844,0.011810661764705882,0.0107421875,0.006847426470588235,0.004009650735294117,0.0029143688725490197,0.0024509803921568627,0.0018956801470588235,0.0016161151960784313,0.001286764705882353,0.001053155637254902,0.0009918811274509803,0.0007850796568627451,0.0011642156862745098,0.0015510110294117646,0.0012791053921568628,0.0012561274509803922,0.0015701593137254903,0.001991421568627451,0.0026807598039215686,0.002699908088235294,0.00253140318627451,0.002263327205882353,0.002527573529411765,0.00408624387254902,0.0063036151960784315,0.00918734681372549,0.013181678921568627,0.006506587009803922,0.0031288296568627453,0.09820556640625,0.096435546875,0.06610107421875,0.10498046875,0.13360595703125,0.09674072265625,0.05096435546875,0.09381103515625,0.09161376953125,0.16754150390625,1567233.jpg
1.783203125,3.3857421875,0.755859375,0.556640625,0.6015625,0.48828125,0.5029296875,0.57421875,0.708984375,2.1357421875,2.1416015625,0.7001953125,0.1416015625,0.5439453125,0.79296875,0.1865234375,0.05078125,1.7841796875,2.7568359375,1.064453125,0.7607421875,0.654296875,0.62890625,0.650390625,0.7099609375,1.08203125,2.7822265625,1.3623046875,0.177734375,0.2705078125,1.025390625,0.2392578125,0.0078125,0.0791015625,1.2724609375,2.2646484375,1.3134765625,1.146484375,0.794921875,0.8984375,0.810546875,0.96875,2.5107421875,1.9267578125,0.4345703125,0.380859375,0.84375,0.3466796875,0.0006472120098039215,0.00044806985294117645,0.00011871936274509804,0.0003791360294117647,0.0011067708333333333,0.000938265931372549,0.05087699142156863,0.007142310049019608,0.0007544424019607843,0.00017233455882352942,0.00015318627450980392,7.659313725490196e-06,0.0,0.0,0.0,0.0,0.017447916666666667,0.011561734068627452,0.0037760416666666667,0.0019722732843137254,0.0015012254901960785,0.0014744178921568627,0.0013901654411764706,0.0014590992647058824,0.0019033394607843137,0.0025160845588235296,0.006682751225490196,0.00899969362745098,0.0018229166666666667,0.0001761642156862745,3.446691176470588e-05,2.6807598039215686e-05,3.0637254901960784e-05,0.00031403186274509806,0.00525045955882353,0.008735447303921569,0.005196844362745098,0.004423253676470588,0.003094362745098039,0.003511795343137255,0.0031977634803921568,0.003844975490196078,0.010240502450980392,0.007161458333333333,0.001600796568627451,0.0014514399509803922,0.0034160539215686275,0.0012752757352941177,0.0684814453125,0.09722900390625,0.05023193359375,0.11627197265625,0.20440673828125,0.12060546875,0.048095703125,0.08941650390625,0.07379150390625,0.1314697265625,1567279.jpg
2.2958984375,3.8212890625,1.931640625,1.400390625,0.990234375,0.8310546875,0.8359375,0.6904296875,0.78125,0.4755859375,0.447265625,0.48046875,0.5400390625,0.369140625,0.0869140625,0.0224609375,0.365234375,0.5537109375,1.8984375,1.90625,1.890625,2.298828125,1.6748046875,0.994140625,0.927734375,0.759765625,0.626953125,0.62109375,0.5400390625,0.5,0.3740234375,0.068359375,0.32421875,0.48046875,1.5751953125,1.6015625,0.8291015625,0.8515625,1.083984375,1.9306640625,2.11328125,1.4287109375,0.8115234375,0.6279296875,0.673828125,0.765625,0.685546875,0.216796875,0.00046338848039215684,0.0003255208333333333,0.0002527573529411765,0.000467218137254902,0.001214001225490196,0.014104626225490196,0.03928844975490196,0.0012791053921568628,0.0010837928921568628,0.0013978247549019608,0.0027918198529411765,7.659313725490196e-05,0.0,0.0,0.0,0.0,0.0019875919117647058,0.004090073529411765,0.003599877450980392,0.003285845588235294,0.0035232843137254903,0.00487515318627451,0.0056027879901960785,0.0053691789215686275,0.006330422794117647,0.005441942401960784,0.0032628676470588236,0.0027918198529411765,0.002768841911764706,0.0037262561274509806,0.003519454656862745,0.0025696997549019608,0.0011488970588235295,0.0014744178921568627,0.006246170343137255,0.006284466911764706,0.0032513786764705884,0.0033356311274509803,0.004258578431372549,0.007578890931372549,0.007689950980392156,0.005013020833333334,0.003404564950980392,0.0030713848039215686,0.0033471200980392155,0.003239889705882353,0.002692248774509804,0.0007084865196078431,0.1005859375,0.10467529296875,0.055908203125,0.09136962890625,0.123046875,0.0921630859375,0.0531005859375,0.10601806640625,0.0985107421875,0.17462158203125,156729.jpg
3.5,3.9951171875,2.19921875,1.23046875,0.9697265625,0.2509765625,0.2744140625,0.2744140625,0.4140625,0.5,0.421875,0.5732421875,0.779296875,0.3701171875,0.1708984375,0.076171875,4.060546875,3.982421875,2.6123046875,1.1484375,0.4228515625,0.302734375,0.3203125,0.4501953125,0.4404296875,0.3515625,0.6357421875,0.8232421875,0.2958984375,0.1015625,0.02734375,0.0244140625,5.15625,3.927734375,1.8359375,1.009765625,0.482421875,0.3515625,0.529296875,0.4248046875,0.4775390625,0.765625,0.58984375,0.1748046875,0.099609375,0.1181640625,0.02734375,0.029296875,0.02814797794117647,0.013120404411764706,0.0006433823529411765,0.0005514705882352941,0.0008157169117647059,0.010278799019607843,0.002765012254901961,0.001922487745098039,0.00047870710784313723,0.0006472120098039215,0.0031824448529411764,0.0001914828431372549,0.0,0.0,0.0,0.0,0.005966605392156862,0.005721507352941176,0.006793811274509804,0.008777573529411765,0.007130821078431372,0.006177236519607843,0.0049517463235294115,0.002527573529411765,0.0019416360294117647,0.001608455882352941,0.0024050245098039217,0.00332797181372549,0.0017310049019607842,0.0011106004901960784,0.0008042279411764705,0.0017693014705882353,0.012251072303921568,0.013028492647058824,0.009612438725490197,0.007176776960784313,0.004496017156862745,0.0009880514705882353,0.0010186887254901961,0.0009535845588235294,0.0016659007352941176,0.0018229166666666667,0.001635263480392157,0.0024394914215686275,0.0031901041666666666,0.0014820772058823529,0.0006893382352941177,0.00029488357843137253,0.04364013671875,0.09197998046875,0.05230712890625,0.12493896484375,0.30462646484375,0.120361328125,0.046142578125,0.08306884765625,0.0474853515625,0.08544921875,1567385.jpg
0.0390625,0.1201171875,0.1435546875,0.1337890625,0.15234375,0.1875,0.2275390625,0.23828125,0.267578125,0.2734375,0.3408203125,0.51953125,0.912109375,1.4287109375,2.1240234375,8.8916015625,0.1953125,0.287109375,0.2724609375,0.310546875,0.4208984375,0.4228515625,0.5390625,0.6015625,0.748046875,0.8369140625,0.787109375,0.6044921875,0.7861328125,0.8564453125,1.0458984375,7.28515625,0.1748046875,0.259765625,0.267578125,0.2890625,0.33203125,0.3818359375,0.4931640625,0.6083984375,0.6123046875,0.630859375,0.76953125,0.8984375,0.9912109375,0.9833984375,1.0615234375,7.24609375,0.03358992034313726,0.005028339460784314,0.0004021139705882353,0.0007314644607843137,0.0006663602941176471,0.0020948223039215686,0.0009574142156862745,0.0010684742647058825,0.0005361519607843138,0.002339920343137255,0.01405484068627451,0.0012752757352941177,0.0,0.0,0.0,0.0,0.03825827205882353,0.002033547794117647,0.0014169730392156862,0.0019799325980392156,0.002420343137254902,0.002818627450980392,0.0029181985294117647,0.0024356617647058824,0.002002910539215686,0.001838235294117647,0.0017041973039215686,0.0012752757352941177,0.0008846507352941176,0.00044424019607843137,0.0002259497549019608,8.808210784313725e-05,0.00014552696078431372,0.00047870710784313723,0.0005591299019607843,0.0005284926470588235,0.0005897671568627451,0.0007506127450980393,0.0008884803921568627,0.0009459252450980392,0.0010378370098039216,0.0010646446078431372,0.0013901654411764706,0.0020909926470588235,0.003557751225490196,0.005828737745098039,0.008367800245098039,0.034520526960784316,0.0758056640625,0.09033203125,0.0523681640625,0.1126708984375,0.16033935546875,0.135009765625,0.0467529296875,0.07769775390625,0.11260986328125,0.13641357421875,1567437.jpg
0.095703125,0.51953125,0.2138671875,0.177734375,0.259765625,0.30078125,0.3564453125,0.3291015625,0.3515625,0.404296875,0.46875,0.818359375,1.25,2.6201171875,2.876953125,4.95703125,0.1630859375,0.662109375,0.30078125,0.3037109375,0.3212890625,0.3046875,0.3681640625,0.369140625,0.56640625,0.8857421875,1.115234375,1.927734375,1.8896484375,1.0224609375,1.5908203125,4.208984375,0.4541015625,0.9794921875,1.1259765625,0.923828125,0.7421875,0.783203125,0.8818359375,0.7880859375,0.6923828125,0.6669921875,0.8232421875,0.4951171875,0.8916015625,0.947265625,0.7314453125,4.0732421875,0.025949754901960786,0.020852481617647058,0.0038143382352941175,0.0010799632352941177,0.0008731617647058824,0.0020948223039215686,0.002657781862745098,0.0012829350490196078,0.0009574142156862745,0.0008310355392156862,0.0015548406862745097,0.0007965686274509804,0.0,0.0,0.0,0.0,0.018194699754901962,0.005598958333333333,0.005112591911764706,0.004373468137254902,0.002339920343137255,0.00311734068627451,0.004151348039215686,0.003791360294117647,0.0035692401960784313,0.002466299019607843,0.00196078431372549,0.0019339767156862746,0.002470128676470588,0.002025888480392157,0.0012293198529411764,0.0004097732843137255,0.0003370098039215686,0.0013518688725490196,0.0013633578431372548,0.000819546568627451,0.0009114583333333333,0.0008501838235294118,0.0011565563725490196,0.001210171568627451,0.0011910232843137256,0.0014476102941176471,0.001872702205882353,0.003125,0.005572150735294118,0.008823529411764706,0.012365962009803921,0.020346966911764706,0.06817626953125,0.0804443359375,0.054443359375,0.10870361328125,0.21099853515625,0.1114501953125,0.0517578125,0.07965087890625,0.0601806640625,0.1741943359375,156757.jpg
0.4296875,0.5283203125,0.6669921875,0.509765625,0.3798828125,0.4013671875,0.3994140625,0.38671875,0.49609375,0.5830078125,0.677734375,0.837890625,1.095703125,1.3544921875,1.7373046875,5.515625,3.2626953125,1.490234375,1.2802734375,1.029296875,0.771484375,0.767578125,0.775390625,0.853515625,0.876953125,1.171875,1.162109375,0.896484375,0.2138671875,0.1875,0.4326171875,0.828125,7.416015625,3.015625,1.6240234375,0.7646484375,0.490234375,0.3740234375,0.23046875,0.17578125,0.1552734375,0.125,0.11328125,0.134765625,0.138671875,0.2626953125,0.6142578125,0.365234375,0.0428500306372549,0.01581265318627451,0.0002833946078431373,0.00013786764705882353,5.361519607843137e-05,9.957107843137255e-05,9.957107843137255e-05,0.00013020833333333333,6.893382352941176e-05,0.00011488970588235294,0.0008042279411764705,0.0022901348039215687,0.0,0.0,0.0,0.0,0.0033624387254901963,0.0022020526960784314,0.0008310355392156862,0.0006587009803921569,0.0005399816176470589,0.000662530637254902,0.0007850796568627451,0.0009420955882352941,0.0012369791666666666,0.001520373774509804,0.002136948529411765,0.0027496936274509806,0.003933057598039216,0.006893382352941176,0.012251072303921568,0.02203967524509804,0.0016888786764705883,0.0020565257352941177,0.002657781862745098,0.001991421568627451,0.0015050551470588236,0.0015471813725490195,0.0015931372549019608,0.0015471813725490195,0.00196078431372549,0.0022748161764705884,0.002703737745098039,0.003331801470588235,0.004400275735294118,0.005426623774509804,0.006893382352941176,0.021166513480392158,0.09197998046875,0.09814453125,0.06732177734375,0.10101318359375,0.13433837890625,0.10089111328125,0.06494140625,0.09521484375,0.08575439453125,0.160400390625,1567609.jpg
0.8935546875,1.24609375,0.9091796875,0.9716796875,1.25390625,1.4169921875,1.515625,1.12109375,0.724609375,0.7109375,0.84765625,0.818359375,0.7041015625,0.671875,0.9599609375,1.234375,0.4384765625,0.8564453125,0.8564453125,0.759765625,0.9306640625,0.8134765625,0.953125,1.078125,1.322265625,1.34765625,1.07421875,0.9482421875,0.84375,0.849609375,1.162109375,1.765625,0.9130859375,0.6611328125,0.826171875,0.6689453125,0.787109375,0.73046875,0.9248046875,0.9853515625,1.15625,1.189453125,1.1005859375,0.953125,0.8818359375,0.8681640625,1.6298828125,1.7236328125,0.002297794117647059,0.0037722120098039216,0.0034964767156862747,0.0032628676470588236,0.0060700061274509805,0.02339920343137255,0.018853400735294117,0.000861672794117647,0.00011871936274509804,4.5955882352941176e-05,0.0003867953431372549,0.00017999387254901962,0.0,0.0,0.0,0.0,0.011623008578431373,0.007781862745098039,0.0053270526960784315,0.005786611519607843,0.00842907475490196,0.008325674019607843,0.005786611519607843,0.003933057598039216,0.0022824754901960786,0.0012369791666666666,0.0008157169117647059,0.0006165747549019608,0.0003370098039215686,0.0002565870098039216,0.00013020833333333333,7.659313725490196e-05,0.0017271752450980392,0.0032628676470588236,0.002998621323529412,0.0025505514705882353,0.0031364889705882354,0.00274203431372549,0.0033088235294117647,0.004097732843137255,0.004775582107843138,0.004729626225490196,0.004427083333333333,0.004047947303921569,0.003825827205882353,0.003791360294117647,0.004856004901960784,0.008467371323529411,0.0733642578125,0.08612060546875,0.0584716796875,0.1275634765625,0.19403076171875,0.11627197265625,0.0584716796875,0.0833740234375,0.07073974609375,0.131591796875,156789.jpg
0.1953125,0.5166015625,0.4482421875,0.4326171875,0.462890625,0.505859375,0.5009765625,0.564453125,0.65625,0.7421875,0.8896484375,0.9072265625,1.115234375,1.3984375,2.2353515625,4.4287109375,0.44140625,0.73046875,0.708984375,0.7216796875,0.6806640625,0.9912109375,0.884765625,0.876953125,0.8603515625,0.9775390625,1.048828125,1.240234375,1.353515625,1.4814453125,1.60546875,1.396484375,0.8984375,1.4853515625,1.7001953125,1.185546875,1.0732421875,1.046875,1.0771484375,1.181640625,1.0458984375,1.099609375,0.951171875,0.9697265625,0.70703125,0.5546875,0.5654296875,0.4580078125,0.021269914215686275,0.027450980392156862,0.0013748468137254903,0.0007276348039215686,0.0016812193627450981,0.0013671875,0.0038219975490196077,0.0025543811274509804,0.0006893382352941177,0.0003829656862745098,0.000899969362745098,0.0005246629901960784,0.0,0.0,0.0,0.0,0.0046300551470588236,0.0026309742647058825,0.003676470588235294,0.004181985294117647,0.004239430147058823,0.0036151960784313727,0.004480698529411764,0.004737285539215686,0.004821537990196079,0.004928768382352941,0.0051815257352941175,0.005503216911764706,0.004986213235294117,0.003098192401960784,0.0013097426470588234,0.0007238051470588236,0.0005974264705882353,0.0016659007352941176,0.0016237745098039217,0.0011412377450980393,0.0011986825980392158,0.001443780637254902,0.0016582414215686274,0.002240349264705882,0.00274203431372549,0.0033815870098039217,0.004005821078431372,0.004005821078431372,0.004691329656862745,0.005916819852941176,0.009509037990196078,0.016923253676470587,0.06207275390625,0.07928466796875,0.0631103515625,0.13287353515625,0.25225830078125,0.11029052734375,0.0537109375,0.076904296875,0.05902099609375,0.1104736328125,156807.jpg
0.0048828125,0.0205078125,0.0166015625,0.013671875,0.0185546875,0.02734375,0.0400390625,0.0927734375,0.1552734375,0.234375,0.427734375,0.5234375,0.5087890625,0.59375,1.0556640625,12.2666015625,0.0068359375,0.0263671875,0.013671875,0.017578125,0.0205078125,0.0390625,0.0498046875,0.1474609375,0.203125,0.3515625,0.3408203125,0.30078125,0.4970703125,0.703125,2.4140625,10.8681640625,0.01171875,0.021484375,0.01953125,0.0205078125,0.041015625,0.0712890625,0.12109375,0.2158203125,0.322265625,0.2470703125,0.248046875,0.341796875,0.5537109375,1.7333984375,2.0927734375,9.9384765625,0.029285386029411765,0.02322686887254902,0.0005629595588235294,0.000704656862745098,0.00018765318627450981,0.003837316176470588,0.002761182598039216,0.00048636642156862746,0.000390625,0.0009880514705882353,0.00029488357843137253,1.914828431372549e-05,0.0,0.0,0.0,0.0,0.04559972426470588,0.011772365196078431,0.002887561274509804,0.0016965379901960785,0.0005170036764705882,9.191176470588235e-05,9.957107843137255e-05,1.1488970588235294e-05,2.2977941176470588e-05,1.1488970588235294e-05,1.5318627450980392e-05,7.659313725490196e-06,0.0,3.829656862745098e-06,0.0,7.659313725490196e-06,1.914828431372549e-05,7.659313725490196e-05,6.893382352941176e-05,5.361519607843137e-05,6.893382352941176e-05,0.00010340073529411765,0.00014935661764705884,0.0003829656862745098,0.0005974264705882353,0.0009114583333333333,0.0015395220588235294,0.001409313725490196,0.0015548406862745097,0.0024356617647058824,0.005384497549019608,0.04798943014705882,0.03692626953125,0.06805419921875,0.032470703125,0.10400390625,0.19329833984375,0.16583251953125,0.03253173828125,0.06134033203125,0.22705078125,0.0784912109375,156812.jpg
